W,total_columns,coverage,MAE,Bias,Std,CI95_lower,CI95_upper,MaxAbsError,image,threshold
2560,2560,1.0,700.3171875,700.3171875,179.62519099349345,693.3557198015757,707.2786551984244,1328.0,2181_1_3 (5),0.1
2560,2560,1.0,1139.3109375,1139.3109375,116.9190568025215,1134.779678645052,1143.8421963549479,1403.0,2181_2_1 (4),0.1
2560,2560,1.0,808.177734375,808.177734375,130.16236010695448,803.1332244127639,813.2222443372361,1415.0,2181_3_1 (3),0.1
2560,2560,1.0,841.07890625,841.07890625,108.88595347419682,836.8589744924872,845.2988380075129,1147.0,2181_3_2 (2),0.1
2560,2560,1.0,833.915625,833.915625,177.689486588266,827.0291765325429,840.802073467457,1383.0,2181_3_2 (4),0.1
2560,2560,1.0,1016.27734375,1016.27734375,108.14418227622978,1012.0861597210529,1020.4685277789471,1509.0,2181_3_3 (1),0.1
2559,2560,0.999609375,610.2993356779992,610.2993356779992,184.58595628479588,603.144211995712,617.4544593602865,1473.0,2303_01 (4),0.1
2559,2560,0.999609375,445.25986713559985,445.25986713559985,177.22558453579956,438.39005427149004,452.12967999970965,1093.0,2303_02 (8),0.1
2560,2560,1.0,800.742578125,800.742578125,183.325410350293,793.6377065009516,807.8474497490485,1323.0,2303_04 (3),0.1
2560,2560,1.0,695.369921875,695.369921875,112.62515106232271,691.0050755702358,699.7347681797643,1087.0,2303_05 (4),0.1
2560,2560,1.0,827.69921875,827.69921875,228.1111066620518,818.8586541727451,836.5397833272549,1502.0,2303_06 (2),0.1
2560,2560,1.0,772.6546875,772.6546875,136.99057215594485,767.3455466285126,777.9638283714875,1265.0,2303_06 (4),0.1
2560,2560,1.0,703.247265625,703.247265625,110.58051105819996,698.9616604069946,707.5328708430053,1080.0,2303_08 (2),0.1
2560,2560,1.0,836.3703125,836.3703125,84.24941326619158,833.1051826714947,839.6354423285052,1120.0,2303_08 (5),0.1
2560,2560,1.0,593.93359375,593.93359375,80.01072786349582,590.832736378779,597.034451121221,829.0,2303_10 (5),0.1
2560,2560,1.0,1072.866796875,1072.866796875,130.5514704295387,1067.8072067398393,1077.9263870101609,1459.0,2303_12 (1),0.1
2423,2560,0.946484375,775.9925711927362,775.9925711927362,49.52918659377922,774.0194686084888,777.9656737769837,1215.0,2303_12 (3),0.1
2560,2560,1.0,647.003515625,647.003515625,117.0097723202162,642.4687410429833,651.5382902070166,1035.0,2303_14 (2),0.1
2560,2560,1.0,645.715625,645.715625,147.29833376694978,640.0070014663027,651.4242485336974,1226.0,2303_14 (3),0.1
2560,2560,1.0,713.355859375,713.355859375,152.59509339803714,707.441957167002,719.2697615829981,1306.0,2303_14 (5),0.1
2560,2560,1.0,827.77109375,827.77109375,99.98628640032192,823.8960732185732,831.6461142814268,1206.0,2303_18 (2),0.1
