spaltenindex,dicke_pixel
0,132
1,132
2,131
3,131
4,135
5,135
6,134
7,134
8,133
9,133
10,133
11,132
12,131
13,130
14,130
15,129
16,128
17,127
18,127
19,126
20,121
21,116
22,115
23,115
24,108
25,107
26,107
27,105
28,103
29,102
30,101
31,97
32,93
33,93
34,91
35,91
36,89
37,86
38,87
39,84
40,80
41,80
42,80
43,80
44,80
45,80
46,79
47,79
48,78
49,78
50,78
51,78
52,80
53,81
54,83
55,86
56,90
57,94
58,101
59,103
60,105
61,106
62,106
63,105
64,104
65,103
66,103
67,102
68,99
69,86
70,85
71,84
72,86
73,89
74,89
75,89
76,90
77,89
78,89
79,89
80,89
81,87
82,74
83,71
84,71
85,72
86,70
87,66
88,59
89,60
90,60
91,60
92,57
93,53
94,49
95,51
96,48
97,47
98,46
99,45
100,46
101,48
102,64
103,67
104,67
105,69
106,71
107,77
108,80
109,84
110,89
111,95
112,95
113,95
114,94
115,100
116,103
117,105
118,107
119,108
120,108
121,109
122,112
123,115
124,120
125,125
126,131
127,135
128,143
129,147
130,149
131,154
132,168
133,185
134,187
135,191
136,194
137,197
138,204
139,215
140,218
141,218
142,218
143,219
144,219
145,219
146,221
147,222
148,223
149,222
150,222
151,222
152,220
153,220
154,219
155,219
156,219
157,219
158,218
159,217
160,217
161,220
162,219
163,220
164,219
165,218
166,217
167,214
168,215
169,215
170,214
171,214
172,213
173,211
174,210
175,210
176,207
177,206
178,204
179,202
180,192
181,189
182,200
183,199
184,200
185,200
186,203
187,204
188,209
189,212
190,210
191,216
192,218
193,219
194,218
195,217
196,217
197,215
198,215
199,215
200,213
201,214
202,211
203,212
204,213
205,208
206,210
207,213
208,210
209,208
210,208
211,201
212,201
213,189
214,184
215,182
216,181
217,178
218,177
219,175
220,176
221,179
222,181
223,185
224,191
225,194
226,196
227,197
228,201
229,205
230,204
231,210
232,213
233,199
234,198
235,197
236,195
237,195
238,200
239,202
240,203
241,201
242,195
243,189
244,186
245,182
246,176
247,178
248,167
249,167
250,163
251,159
252,156
253,156
254,158
255,159
256,166
257,169
258,183
259,179
260,173
261,170
262,168
263,173
264,175
265,173
266,171
267,170
268,168
269,166
270,164
271,163
272,161
273,157
274,156
275,153
276,151
277,158
278,163
279,170
280,167
281,163
282,159
283,159
284,155
285,153
286,156
287,157
288,158
289,158
290,159
291,155
292,154
293,155
294,150
295,148
296,147
297,144
298,143
299,143
300,143
301,147
302,150
303,157
304,156
305,156
306,156
307,153
308,151
309,153
310,154
311,163
312,168
313,173
314,181
315,188
316,194
317,204
318,207
319,211
320,211
321,211
322,210
323,211
324,214
325,218
326,222
327,233
328,253
329,270
330,273
331,274
332,278
333,281
334,281
335,282
336,278
337,278
338,278
339,278
340,278
341,279
342,278
343,278
344,278
345,279
346,278
347,274
348,270
349,270
350,254
351,249
352,245
353,242
354,240
355,237
356,233
357,227
358,223
359,219
360,217
361,215
362,211
363,210
364,206
365,190
366,168
367,157
368,149
369,139
370,135
371,134
372,132
373,131
374,128
375,128
376,127
377,122
378,113
379,110
380,108
381,106
382,105
383,104
384,103
385,103
386,103
387,104
388,106
389,107
390,113
391,114
392,115
393,115
394,123
395,125
396,127
397,127
398,127
399,127
400,127
401,127
402,127
403,126
404,126
405,125
406,125
407,125
408,125
409,125
410,125
411,125
412,126
413,127
414,127
415,129
416,130
417,132
418,133
419,136
420,136
421,136
422,136
423,136
424,136
425,135
426,135
427,136
428,136
429,137
430,138
431,140
432,141
433,141
434,142
435,141
436,141
437,141
438,141
439,141
440,141
441,141
442,141
443,141
444,142
445,143
446,143
447,143
448,141
449,140
450,140
451,139
452,139
453,139
454,139
455,138
456,134
457,132
458,133
459,133
460,126
461,125
462,124
463,124
464,125
465,125
466,126
467,127
468,128
469,129
470,131
471,131
472,128
473,125
474,124
475,124
476,123
477,123
478,123
479,123
480,123
481,125
482,125
483,126
484,126
485,127
486,128
487,129
488,135
489,140
490,141
491,141
492,142
493,141
494,141
495,141
496,143
497,144
498,144
499,146
500,154
501,156
502,157
503,158
504,157
505,157
506,158
507,159
508,159
509,160
510,161
511,161
512,162
513,162
514,162
515,163
516,164
517,164
518,168
519,171
520,174
521,175
522,177
523,178
524,179
525,180
526,181
527,194
528,199
529,202
530,205
531,206
532,210
533,227
534,237
535,244
536,250
537,252
538,257
539,258
540,259
541,259
542,261
543,260
544,261
545,261
546,262
547,264
548,264
549,266
550,266
551,267
552,268
553,269
554,269
555,269
556,269
557,270
558,270
559,270
560,271
561,270
562,271
563,270
564,270
565,269
566,270
567,270
568,271
569,269
570,266
571,265
572,265
573,265
574,265
575,265
576,257
577,253
578,246
579,238
580,235
581,234
582,233
583,232
584,231
585,229
586,227
587,224
588,223
589,222
590,222
591,221
592,220
593,220
594,215
595,211
596,211
597,212
598,225
599,228
600,232
601,235
602,234
603,226
604,224
605,219
606,215
607,211
608,204
609,197
610,195
611,194
612,192
613,191
614,191
615,190
616,190
617,189
618,189
619,189
620,188
621,188
622,187
623,187
624,186
625,186
626,184
627,184
628,183
629,182
630,182
631,182
632,182
633,182
634,183
635,184
636,184
637,184
638,184
639,185
640,187
641,187
642,187
643,187
644,188
645,189
646,198
647,205
648,206
649,207
650,206
651,206
652,205
653,204
654,202
655,202
656,201
657,201
658,201
659,201
660,201
661,201
662,202
663,202
664,203
665,203
666,202
667,202
668,202
669,202
670,202
671,201
672,200
673,198
674,195
675,195
676,194
677,194
678,194
679,194
680,195
681,196
682,195
683,195
684,193
685,190
686,187
687,186
688,186
689,186
690,183
691,174
692,172
693,173
694,172
695,171
696,168
697,160
698,156
699,154
700,151
701,151
702,150
703,150
704,149
705,150
706,150
707,150
708,149
709,149
710,148
711,148
712,147
713,146
714,144
715,138
716,135
717,132
718,129
719,127
720,123
721,121
722,118
723,115
724,114
725,113
726,114
727,117
728,118
729,120
730,120
731,121
732,121
733,122
734,123
735,123
736,125
737,124
738,123
739,123
740,122
741,122
742,121
743,121
744,120
745,121
746,122
747,124
748,125
749,127
750,128
751,129
752,129
753,128
754,129
755,128
756,129
757,129
758,129
759,129
760,129
761,129
762,131
763,139
764,141
765,144
766,146
767,149
768,149
769,149
770,150
771,149
772,149
773,149
774,149
775,149
776,144
777,134
778,131
779,130
780,129
781,126
782,123
783,119
784,119
785,119
786,107
787,91
788,81
789,78
790,76
791,76
792,72
793,71
794,71
795,71
796,70
797,64
798,58
799,55
800,54
801,50
802,48
803,48
804,49
805,55
806,57
807,61
808,61
809,61
810,63
811,61
812,60
813,61
814,62
815,62
816,62
817,62
818,61
819,60
820,60
821,61
822,62
823,64
824,69
825,79
826,83
827,90
828,94
829,97
830,99
831,99
832,99
833,99
834,98
835,98
836,97
837,95
838,94
839,94
840,93
841,93
842,93
843,93
844,92
845,92
846,93
847,94
848,93
849,93
850,93
851,92
852,91
853,90
854,90
855,89
856,88
857,86
858,85
859,87
860,88
861,91
862,95
863,96
864,98
865,99
866,101
867,101
868,97
869,94
870,93
871,94
872,94
873,95
874,97
875,99
876,105
877,105
878,107
879,107
880,117
881,122
882,128
883,132
884,136
885,137
886,140
887,146
888,151
889,154
890,154
891,154
892,154
893,155
894,156
895,158
896,159
897,159
898,160
899,160
900,161
901,163
902,165
903,166
904,166
905,167
906,169
907,169
908,170
909,169
910,169
911,171
912,172
913,173
914,173
915,172
916,170
917,169
918,169
919,169
920,168
921,168
922,167
923,168
924,173
925,171
926,168
927,168
928,168
929,169
930,169
931,170
932,171
933,172
934,174
935,177
936,177
937,177
938,178
939,178
940,178
941,179
942,180
943,179
944,179
945,180
946,180
947,181
948,181
949,179
950,171
951,166
952,166
953,166
954,165
955,164
956,164
957,163
958,163
959,162
960,161
961,161
962,160
963,161
964,159
965,156
966,155
967,154
968,153
969,152
970,141
971,137
972,136
973,134
974,133
975,128
976,126
977,125
978,124
979,123
980,122
981,122
982,122
983,123
984,122
985,123
986,122
987,120
988,109
989,108
990,107
991,109
992,107
993,110
994,111
995,113
996,113
997,112
998,113
999,119
1000,120
1001,120
1002,120
1003,120
1004,122
1005,124
1006,125
1007,128
1008,129
1009,131
1010,133
1011,133
1012,135
1013,134
1014,129
1015,128
1016,126
1017,126
1018,125
1019,125
1020,125
1021,125
1022,125
1023,125
1024,128
1025,128
1026,131
1027,131
1028,131
1029,131
1030,131
1031,131
1032,131
1033,131
1034,131
1035,130
1036,128
1037,125
1038,123
1039,120
1040,117
1041,111
1042,106
1043,105
1044,103
1045,102
1046,100
1047,100
1048,98
1049,95
1050,93
1051,84
1052,76
1053,77
1054,77
1055,78
1056,79
1057,80
1058,82
1059,84
1060,93
1061,102
1062,102
1063,102
1064,103
1065,105
1066,105
1067,106
1068,107
1069,108
1070,108
1071,112
1072,121
1073,123
1074,123
1075,123
1076,123
1077,124
1078,123
1079,119
1080,115
1081,112
1082,114
1083,113
1084,112
1085,110
1086,103
1087,101
1088,100
1089,99
1090,99
1091,99
1092,99
1093,100
1094,100
1095,100
1096,100
1097,100
1098,98
1099,97
1100,99
1101,100
1102,101
1103,103
1104,105
1105,106
1106,108
1107,108
1108,109
1109,109
1110,109
1111,109
1112,109
1113,109
1114,108
1115,108
1116,107
1117,107
1118,109
1119,109
1120,109
1121,107
1122,107
1123,107
1124,106
1125,105
1126,104
1127,103
1128,97
1129,96
1130,96
1131,96
1132,95
1133,96
1134,97
1135,98
1136,102
1137,107
1138,111
1139,114
1140,114
1141,115
1142,115
1143,117
1144,117
1145,117
1146,119
1147,119
1148,120
1149,121
1150,123
1151,124
1152,126
1153,126
1154,127
1155,128
1156,131
1157,133
1158,135
1159,140
1160,142
1161,142
1162,147
1163,149
1164,157
1165,161
1166,164
1167,170
1168,169
1169,167
1170,165
1171,163
1172,163
1173,162
1174,162
1175,161
1176,162
1177,162
1178,162
1179,161
1180,161
1181,161
1182,160
1183,160
1184,159
1185,159
1186,159
1187,158
1188,158
1189,158
1190,158
1191,158
1192,158
1193,159
1194,159
1195,159
1196,159
1197,158
1198,157
1199,158
1200,157
1201,156
1202,156
1203,157
1204,157
1205,157
1206,157
1207,155
1208,152
1209,151
1210,151
1211,150
1212,149
1213,147
1214,143
1215,141
1216,139
1217,137
1218,133
1219,125
1220,125
1221,124
1222,124
1223,124
1224,124
1225,124
1226,124
1227,124
1228,124
1229,124
1230,124
1231,125
1232,125
1233,125
1234,125
1235,125
1236,125
1237,126
1238,126
1239,126
1240,127
1241,128
1242,129
1243,131
1244,134
1245,140
1246,145
1247,146
1248,146
1249,147
1250,148
1251,149
1252,150
1253,151
1254,152
1255,152
1256,152
1257,153
1258,154
1259,154
1260,154
1261,154
1262,154
1263,155
1264,155
1265,155
1266,155
1267,154
1268,153
1269,153
1270,153
1271,152
1272,151
1273,151
1274,150
1275,150
1276,137
1277,136
1278,135
1279,135
1280,133
1281,132
1282,132
1283,132
1284,132
1285,127
1286,125
1287,125
1288,124
1289,123
1290,120
1291,120
1292,119
1293,116
1294,109
1295,108
1296,107
1297,106
1298,105
1299,88
1300,86
1301,83
1302,83
1303,81
1304,80
1305,80
1306,79
1307,78
1308,77
1309,74
1310,61
1311,60
1312,60
1313,62
1314,62
1315,64
1316,66
1317,66
1318,66
1319,74
1320,80
1321,88
1322,89
1323,91
1324,92
1325,94
1326,95
1327,96
1328,97
1329,104
1330,111
1331,115
1332,118
1333,122
1334,121
1335,121
1336,120
1337,120
1338,120
1339,120
1340,121
1341,121
1342,120
1343,120
1344,119
1345,119
1346,119
1347,120
1348,121
1349,121
1350,121
1351,123
1352,123
1353,125
1354,126
1355,126
1356,127
1357,128
1358,128
1359,128
1360,131
1361,134
1362,135
1363,137
1364,137
1365,137
1366,139
1367,139
1368,140
1369,143
1370,146
1371,149
1372,155
1373,178
1374,185
1375,191
1376,196
1377,200
1378,206
1379,208
1380,209
1381,212
1382,212
1383,213
1384,214
1385,215
1386,216
1387,217
1388,218
1389,218
1390,219
1391,219
1392,219
1393,219
1394,220
1395,221
1396,222
1397,222
1398,224
1399,223
1400,223
1401,223
1402,225
1403,223
1404,221
1405,222
1406,222
1407,222
1408,221
1409,219
1410,214
1411,217
1412,217
1413,216
1414,216
1415,214
1416,214
1417,212
1418,211
1419,210
1420,209
1421,208
1422,204
1423,200
1424,196
1425,192
1426,190
1427,190
1428,190
1429,190
1430,190
1431,185
1432,184
1433,186
1434,186
1435,187
1436,187
1437,187
1438,185
1439,186
1440,185
1441,185
1442,186
1443,186
1444,186
1445,185
1446,184
1447,181
1448,175
1449,170
1450,163
1451,159
1452,157
1453,156
1454,156
1455,155
1456,139
1457,133
1458,130
1459,125
1460,125
1461,124
1462,125
1463,124
1464,124
1465,123
1466,123
1467,123
1468,124
1469,125
1470,126
1471,126
1472,127
1473,127
1474,127
1475,126
1476,126
1477,125
1478,125
1479,125
1480,124
1481,123
1482,122
1483,120
1484,118
1485,115
1486,111
1487,109
1488,105
1489,104
1490,104
1491,103
1492,103
1493,103
1494,103
1495,102
1496,106
1497,112
1498,121
1499,124
1500,125
1501,129
1502,131
1503,135
1504,141
1505,142
1506,144
1507,145
1508,145
1509,147
1510,149
1511,151
1512,153
1513,154
1514,155
1515,157
1516,158
1517,160
1518,162
1519,163
1520,163
1521,163
1522,164
1523,165
1524,165
1525,165
1526,164
1527,164
1528,165
1529,163
1530,161
1531,161
1532,161
1533,162
1534,163
1535,164
1536,164
1537,164
1538,164
1539,164
1540,164
1541,165
1542,165
1543,165
1544,165
1545,166
1546,166
1547,164
1548,163
1549,163
1550,163
1551,163
1552,163
1553,164
1554,164
1555,167
1556,169
1557,170
1558,172
1559,173
1560,176
1561,179
1562,179
1563,180
1564,181
1565,181
1566,181
1567,182
1568,184
1569,185
1570,185
1571,187
1572,189
1573,191
1574,194
1575,196
1576,201
1577,202
1578,201
1579,202
1580,202
1581,201
1582,201
1583,201
1584,201
1585,201
1586,201
1587,200
1588,199
1589,199
1590,198
1591,198
1592,198
1593,197
1594,198
1595,198
1596,198
1597,199
1598,198
1599,198
1600,198
1601,199
1602,199
1603,199
1604,199
1605,197
1606,196
1607,195
1608,194
1609,194
1610,193
1611,193
1612,191
1613,189
1614,186
1615,183
1616,182
1617,182
1618,181
1619,182
1620,181
1621,181
1622,181
1623,181
1624,181
1625,183
1626,183
1627,183
1628,184
1629,184
1630,173
1631,162
1632,160
1633,160
1634,160
1635,159
1636,158
1637,156
1638,149
1639,149
1640,147
1641,143
1642,140
1643,139
1644,139
1645,137
1646,136
1647,133
1648,131
1649,130
1650,130
1651,129
1652,128
1653,128
1654,127
1655,127
1656,126
1657,124
1658,122
1659,120
1660,120
1661,120
1662,120
1663,120
1664,121
1665,121
1666,122
1667,123
1668,123
1669,123
1670,123
1671,123
1672,123
1673,124
1674,124
1675,124
1676,123
1677,123
1678,123
1679,122
1680,121
1681,124
1682,124
1683,124
1684,125
1685,127
1686,128
1687,139
1688,143
1689,155
1690,165
1691,174
1692,175
1693,179
1694,183
1695,188
1696,192
1697,197
1698,202
1699,204
1700,206
1701,206
1702,206
1703,207
1704,207
1705,208
1706,208
1707,209
1708,210
1709,211
1710,207
1711,206
1712,205
1713,204
1714,201
1715,199
1716,196
1717,195
1718,192
1719,192
1720,192
1721,192
1722,192
1723,193
1724,193
1725,193
1726,194
1727,193
1728,194
1729,195
1730,195
1731,195
1732,195
1733,195
1734,195
1735,194
1736,196
1737,198
1738,199
1739,199
1740,199
1741,200
1742,200
1743,201
1744,203
1745,206
1746,207
1747,207
1748,207
1749,206
1750,203
1751,202
