spaltenindex,dicke_pixel
0,110
1,109
2,109
3,109
4,108
5,107
6,107
7,107
8,106
9,106
10,106
11,105
12,104
13,104
14,104
15,102
16,102
17,102
18,100
19,100
20,99
21,98
22,97
23,96
24,95
25,94
26,93
27,92
28,91
29,90
30,89
31,89
32,87
33,87
34,86
35,85
36,84
37,82
38,81
39,78
40,77
41,76
42,78
43,80
44,81
45,82
46,83
47,84
48,85
49,87
50,87
51,88
52,88
53,89
54,89
55,89
56,94
57,92
58,90
59,89
60,89
61,89
62,89
63,90
64,89
65,90
66,90
67,90
68,89
69,90
70,90
71,92
72,93
73,94
74,95
75,98
76,102
77,103
78,105
79,108
80,110
81,111
82,112
83,113
84,116
85,118
86,121
87,122
88,124
89,125
90,126
91,127
92,129
93,130
94,131
95,132
96,132
97,134
98,133
99,133
100,132
101,131
102,131
103,130
104,129
105,128
106,125
107,119
108,116
109,115
110,115
111,114
112,114
113,116
114,118
115,119
116,119
117,122
118,122
119,122
120,123
121,123
122,124
123,124
124,123
125,123
126,122
127,122
128,122
129,122
130,122
131,122
132,122
133,122
134,120
135,119
136,117
137,116
138,115
139,114
140,114
141,112
142,112
143,110
144,109
145,108
146,106
147,106
148,105
149,104
150,103
151,103
152,101
153,98
154,96
155,94
156,94
157,93
158,93
159,93
160,94
161,95
162,95
163,95
164,95
165,94
166,94
167,92
168,90
169,89
170,88
171,87
172,86
173,85
174,85
175,85
176,83
177,83
178,82
179,83
180,82
181,82
182,82
183,83
184,83
185,84
186,86
187,88
188,89
189,90
190,90
191,91
192,92
193,92
194,92
195,93
196,93
197,93
198,93
199,93
200,93
201,93
202,93
203,93
204,92
205,92
206,95
207,99
208,102
209,103
210,103
211,104
212,104
213,105
214,108
215,113
216,118
217,121
218,124
219,129
220,129
221,132
222,134
223,137
224,142
225,151
226,151
227,152
228,153
229,155
230,155
231,154
232,153
233,153
234,152
235,152
236,147
237,144
238,142
239,140
240,140
241,135
242,129
243,129
244,131
245,134
246,133
247,134
248,133
249,132
250,134
251,134
252,134
253,134
254,134
255,133
256,132
257,131
258,128
259,125
260,122
261,114
262,112
263,110
264,115
265,118
266,116
267,118
268,130
269,139
270,144
271,147
272,143
273,143
274,146
275,147
276,146
277,145
278,135
279,135
280,133
281,132
282,134
283,133
284,137
285,138
286,141
287,143
288,145
289,147
290,143
291,143
292,140
293,139
294,138
295,135
296,132
297,130
298,126
299,125
300,123
301,123
302,123
303,122
304,122
305,123
306,124
307,125
308,126
309,126
310,125
311,124
312,124
313,124
314,126
315,127
316,129
317,131
318,132
319,132
320,132
321,132
322,131
323,130
324,129
325,128
326,123
327,122
328,122
329,121
330,122
331,122
332,123
333,123
334,123
335,123
336,116
337,111
338,109
339,107
340,105
341,104
342,104
343,105
344,105
345,99
346,99
347,96
348,94
349,87
350,87
351,86
352,85
353,85
354,84
355,82
356,78
357,77
358,76
359,75
360,75
361,76
362,78
363,79
364,81
365,81
366,83
367,83
368,84
369,85
370,85
371,86
372,86
373,85
374,78
375,78
376,79
377,80
378,80
379,80
380,81
381,83
382,86
383,91
384,94
385,94
386,97
387,100
388,101
389,101
390,102
391,103
392,102
393,102
394,103
395,104
396,105
397,105
398,106
399,106
400,107
401,106
402,105
403,104
404,104
405,103
406,103
407,104
408,104
409,103
410,104
411,104
412,104
413,104
414,102
415,102
416,101
417,100
418,98
419,97
420,97
421,97
422,101
423,105
424,109
425,113
426,119
427,123
428,122
429,118
430,118
431,116
432,114
433,112
434,113
435,113
436,113
437,113
438,114
439,113
440,114
441,114
442,114
443,114
444,114
445,114
446,112
447,107
448,104
449,91
450,84
451,83
452,83
453,83
454,84
455,85
456,86
457,88
458,90
459,92
460,93
461,92
462,92
463,92
464,87
465,85
466,83
467,78
468,79
469,79
470,80
471,80
472,80
473,79
474,79
475,77
476,76
477,76
478,77
479,77
480,78
481,78
482,80
483,82
484,83
485,84
486,84
487,85
488,86
489,87
490,88
491,88
492,89
493,91
494,92
495,93
496,93
497,93
498,94
499,95
500,96
501,96
502,97
503,97
504,96
505,95
506,94
507,92
508,92
509,92
510,91
511,91
512,91
513,91
514,91
515,95
516,98
517,100
518,99
519,96
520,95
521,94
522,94
523,95
524,96
525,100
526,108
527,110
528,112
529,113
530,114
531,114
532,115
533,113
534,106
535,105
536,105
537,105
538,105
539,105
540,102
541,99
542,100
543,100
544,101
545,101
546,102
547,99
548,93
