spaltenindex,dicke_pixel
0,160
1,160
2,161
3,162
4,165
5,171
6,179
7,184
8,185
9,186
10,185
11,182
12,179
13,175
14,173
15,174
16,172
17,170
18,169
19,169
20,169
21,167
22,167
23,174
24,174
25,169
26,168
27,166
28,163
29,161
30,160
31,159
32,159
33,159
34,158
35,160
36,162
37,163
38,163
39,163
40,164
41,165
42,169
43,173
44,172
45,170
46,168
47,166
48,164
49,162
50,161
51,156
52,153
53,151
54,151
55,152
56,157
57,164
58,162
59,162
60,161
61,160
62,159
63,156
64,151
65,151
66,151
67,151
68,150
69,150
70,150
71,149
72,146
73,145
74,143
75,143
76,142
77,140
78,139
79,139
80,139
81,141
82,140
83,133
84,133
85,131
86,129
87,128
88,128
89,128
90,128
91,127
92,127
93,127
94,126
95,125
96,125
97,125
98,125
99,125
100,123
101,119
102,117
103,116
104,114
105,112
106,110
107,109
108,108
109,108
110,109
111,110
112,111
113,111
114,112
115,113
116,114
117,115
118,116
119,116
120,117
121,118
122,119
123,120
124,121
125,122
126,123
127,123
128,122
129,121
130,121
131,121
132,121
133,120
134,120
135,119
136,119
137,117
138,116
139,114
140,114
141,115
142,120
143,121
144,121
145,122
146,121
147,121
148,121
149,121
150,123
151,126
152,132
153,136
154,140
155,146
156,147
157,147
158,148
159,149
160,149
161,150
162,150
163,151
164,150
165,149
166,150
167,150
168,150
169,150
170,152
171,153
172,155
173,152
174,149
175,144
176,145
177,143
178,144
179,143
180,144
181,144
182,144
183,144
184,142
185,140
186,140
187,140
188,140
189,139
190,139
191,138
192,128
193,128
194,128
195,128
196,128
197,131
198,135
199,137
200,137
201,137
202,137
203,136
204,130
205,128
206,126
207,123
208,121
209,116
210,115
211,114
212,113
213,113
214,111
215,111
216,110
217,109
218,108
219,107
220,107
221,107
222,108
223,108
224,109
225,111
226,113
227,120
228,129
229,135
230,147
231,162
232,183
233,189
234,195
235,199
236,206
237,219
238,220
239,220
240,220
241,220
242,220
243,219
244,220
245,221
246,220
247,214
248,210
249,208
250,207
251,205
252,203
253,199
254,193
255,193
256,188
257,186
258,184
259,178
260,176
261,174
262,174
263,173
264,172
265,171
266,172
267,173
268,173
269,178
270,185
271,190
272,199
273,208
274,208
275,207
276,206
277,206
278,203
279,208
280,204
281,197
282,189
283,179
284,175
285,169
286,167
287,166
288,164
289,162
290,160
291,149
292,148
293,147
294,147
295,147
296,147
297,148
298,150
299,150
300,150
301,151
302,151
303,153
304,154
305,155
306,157
307,158
308,159
309,160
310,162
311,163
312,163
313,164
314,154
315,153
316,152
317,151
318,150
319,149
320,148
321,148
