spaltenindex,dicke_pixel
0,99
1,98
2,97
3,96
4,94
5,93
6,92
7,91
8,89
9,88
10,88
11,87
12,88
13,90
14,93
15,94
16,96
17,96
18,96
19,97
20,97
21,98
22,98
23,99
24,100
25,102
26,103
27,104
28,104
29,104
30,105
31,106
32,106
33,105
34,105
35,105
36,105
37,105
38,107
39,107
40,106
41,105
42,104
43,103
44,102
45,102
46,102
47,107
48,109
49,110
50,113
51,119
52,123
53,123
54,120
55,119
56,119
57,119
58,119
59,118
60,119
61,119
62,118
63,119
64,120
65,121
66,122
67,123
68,123
69,123
70,123
71,124
72,125
73,126
74,126
75,127
76,128
77,129
78,130
79,130
80,130
81,128
82,127
83,126
84,125
85,121
86,121
87,120
88,120
89,119
90,119
91,118
92,118
93,117
94,116
95,117
96,116
97,117
98,116
99,116
100,117
101,117
102,116
103,119
104,121
105,121
106,122
107,122
108,123
109,123
110,124
111,125
112,125
113,124
114,124
115,124
116,125
117,125
118,125
119,126
120,129
121,131
122,130
123,130
124,128
125,128
126,127
127,127
128,125
129,124
130,124
131,124
132,124
133,123
134,123
135,122
136,121
137,121
138,134
139,140
140,142
141,142
142,143
143,143
144,144
145,143
146,140
147,140
148,138
149,137
150,137
151,138
152,138
153,140
154,142
155,143
156,144
157,144
158,145
159,145
160,145
161,145
162,145
163,145
164,144
165,144
166,143
167,143
168,141
169,139
170,139
171,139
172,138
173,139
174,141
175,142
176,144
177,145
178,147
179,147
180,148
181,149
182,150
183,151
184,152
185,153
186,154
187,155
188,157
189,159
190,161
191,162
192,162
193,162
194,161
195,162
196,161
197,161
198,159
199,157
200,156
201,154
202,151
203,150
204,147
205,147
206,146
207,147
208,139
209,136
210,127
211,125
212,123
213,119
214,113
215,108
216,107
217,105
218,104
219,104
220,103
221,104
222,103
223,108
224,109
225,109
226,109
227,110
228,111
229,112
230,112
231,113
232,113
233,114
234,114
235,115
236,115
237,115
238,114
239,113
240,113
241,111
242,110
243,108
244,107
245,105
246,105
247,104
248,104
249,103
250,101
251,100
252,99
253,99
254,98
255,99
256,95
257,94
258,95
259,95
260,95
261,93
262,91
263,91
264,90
265,89
266,89
267,90
268,90
269,91
270,89
271,88
272,86
273,86
274,85
275,85
276,85
277,84
278,83
279,83
280,82
281,81
282,81
283,81
284,81
285,81
286,81
287,83
288,85
289,86
290,87
291,89
292,90
293,91
294,92
295,92
296,93
297,93
298,94
299,95
300,95
301,96
302,97
303,97
304,97
305,97
306,97
307,97
308,96
309,96
310,97
311,97
312,97
313,97
314,97
315,97
316,98
317,97
318,97
319,97
320,98
321,99
322,100
323,101
324,102
325,102
326,100
327,101
328,102
329,101
330,101
331,100
332,99
333,98
334,96
335,94
336,94
337,95
338,95
339,95
340,94
341,92
342,90
343,91
344,90
345,89
346,85
347,83
348,83
349,83
350,83
351,83
352,83
353,82
354,80
355,80
356,77
357,75
358,70
359,61
360,57
361,56
362,54
363,54
364,54
365,56
366,58
367,59
368,60
369,62
370,65
371,68
372,71
373,77
374,79
375,87
376,89
377,90
378,91
379,89
380,88
381,90
382,88
383,89
384,86
385,84
386,85
387,84
388,82
389,82
390,81
391,80
392,80
393,79
394,79
395,75
396,73
397,73
398,72
399,72
400,70
401,74
402,76
403,81
404,82
405,74
406,71
407,71
408,71
409,70
410,68
411,69
412,71
413,71
414,69
415,69
416,71
417,73
418,74
419,75
420,76
421,77
422,78
423,81
424,84
425,84
426,85
427,86
428,87
429,96
430,100
431,101
432,104
433,105
434,108
435,110
436,112
437,115
438,116
439,117
440,117
441,117
442,118
443,117
444,117
445,116
446,115
447,115
448,115
449,115
450,114
451,114
452,114
453,114
454,114
455,114
456,114
457,114
458,114
459,114
460,114
461,109
462,107
463,106
464,107
465,108
466,109
467,108
468,108
469,108
470,108
471,108
472,108
473,109
474,109
475,111
476,112
477,114
478,114
479,114
480,110
481,105
482,102
483,99
484,99
485,99
486,100
487,101
488,106
489,110
490,110
491,110
492,110
493,110
494,109
495,109
496,107
497,107
498,107
499,106
500,106
501,105
502,104
503,103
504,100
505,96
506,95
507,94
508,93
509,92
510,92
511,92
512,91
513,91
514,90
515,88
516,87
517,87
518,87
519,87
520,87
521,88
522,88
523,87
524,85
525,83
526,83
527,82
528,82
529,82
