spaltenindex,dicke_pixel
0,125
1,126
2,127
3,128
4,129
5,130
6,131
7,134
8,138
9,142
10,146
11,146
12,147
13,148
14,148
15,148
16,148
17,148
18,149
19,148
20,148
21,147
22,147
23,148
24,148
25,149
26,149
27,149
28,150
29,151
30,158
31,165
32,165
33,160
34,159
35,157
36,156
37,156
38,156
39,156
40,155
41,155
42,155
43,154
44,152
45,151
46,150
47,148
48,147
49,146
50,145
51,145
52,146
53,146
54,146
55,146
56,146
57,147
58,148
59,149
60,150
61,152
62,157
63,161
64,164
65,167
66,170
67,171
68,172
69,173
70,174
71,174
72,174
73,170
74,167
75,166
76,167
77,167
78,165
79,163
80,162
81,162
82,162
83,164
84,166
85,166
86,165
87,165
88,165
89,166
90,165
91,160
92,159
93,159
94,158
95,159
96,161
97,158
98,152
99,150
100,150
101,151
102,152
103,150
104,148
105,148
106,147
107,146
108,145
109,145
110,145
111,145
112,145
113,144
114,144
115,143
116,142
117,142
118,142
119,142
120,141
121,139
122,139
123,138
124,138
125,136
126,136
127,136
128,135
129,135
130,135
131,135
132,137
133,137
134,135
135,135
136,135
137,134
138,133
139,132
140,131
141,129
142,128
143,127
144,125
145,124
146,122
147,121
148,121
149,119
150,118
151,118
152,117
153,115
154,114
155,113
156,110
157,108
158,106
159,105
160,104
161,103
162,103
163,102
164,101
165,101
166,100
167,100
168,100
169,100
170,101
171,101
172,101
173,101
174,101
175,101
176,101
177,101
178,105
179,107
180,108
181,109
182,110
183,116
184,122
185,123
186,127
187,137
188,144
189,144
190,145
191,145
192,144
193,143
194,142
195,140
196,139
197,136
198,136
199,136
200,135
201,133
202,132
203,130
204,130
205,129
206,129
207,128
208,128
209,129
210,131
211,131
212,132
213,134
214,133
215,133
216,134
217,136
218,140
219,139
220,139
221,139
222,139
223,139
224,137
225,134
226,131
227,127
228,122
229,121
230,121
231,121
232,123
233,123
234,124
235,123
236,121
237,119
238,117
239,106
240,104
241,103
242,102
243,101
244,101
245,102
246,104
247,103
248,103
249,102
250,102
251,101
252,101
253,102
254,103
255,103
256,104
257,103
258,103
259,104
260,105
261,103
262,96
263,92
264,92
265,91
266,92
267,91
268,91
269,90
270,90
271,91
272,91
273,91
274,91
275,91
276,91
277,91
278,92
279,93
280,96
281,96
282,99
283,101
284,102
285,104
286,107
287,106
288,107
289,106
290,106
291,106
292,107
293,108
294,110
295,110
296,111
297,111
298,112
299,113
300,113
301,113
302,110
303,110
304,110
305,110
306,110
307,111
308,112
309,113
310,117
311,119
312,119
313,116
314,115
315,115
316,115
317,112
318,111
319,110
320,111
321,111
322,112
323,111
324,111
325,110
326,110
327,110
328,109
329,110
330,110
331,116
332,113
333,112
334,113
335,112
336,111
337,109
338,107
339,106
340,106
341,106
342,105
343,106
344,111
345,114
346,114
347,114
348,114
349,114
350,113
351,112
352,112
353,110
354,108
355,108
356,107
357,107
358,109
359,110
360,111
361,112
362,105
363,103
364,103
365,102
366,103
367,102
368,102
369,102
370,102
371,102
372,102
373,102
374,103
375,103
376,103
377,105
378,107
379,108
380,110
381,110
382,113
383,115
384,119
385,119
386,121
387,122
388,123
389,125
390,126
391,126
392,127
393,128
394,129
395,129
396,130
397,130
398,130
399,131
400,131
401,131
402,129
403,129
404,128
405,126
406,126
407,124
408,122
409,121
410,120
411,119
412,118
413,117
414,117
415,116
416,115
417,115
418,115
419,114
420,114
421,114
422,113
423,114
424,114
425,114
426,113
427,111
428,112
429,113
430,113
431,115
432,115
433,115
434,115
435,115
436,115
437,114
438,114
439,116
440,119
441,119
442,119
443,120
444,120
445,120
446,118
447,118
448,118
449,118
450,120
451,122
452,124
453,123
454,121
455,119
456,118
457,118
458,117
459,115
460,114
461,113
462,112
463,111
464,109
465,110
466,104
467,103
468,102
469,101
470,99
471,100
472,98
473,96
474,91
475,89
476,88
477,87
478,93
479,93
480,94
481,89
482,82
483,78
484,77
485,75
486,75
487,74
488,74
489,78
490,78
491,80
492,80
493,81
494,82
495,81
496,81
497,80
498,80
499,78
500,77
501,76
502,76
503,74
504,74
505,73
506,73
507,71
508,71
509,69
510,68
511,68
512,68
513,68
514,68
515,68
516,69
517,69
518,69
519,69
520,69
521,69
522,70
523,69
524,68
525,68
526,67
527,67
528,66
529,66
530,72
531,72
532,72
533,72
534,72
535,72
536,71
537,71
538,73
539,73
540,74
541,77
542,83
543,84
544,82
545,82
546,84
547,86
548,86
549,87
550,88
551,90
552,93
553,93
554,94
555,94
556,94
557,94
558,94
559,94
560,93
561,92
562,91
563,91
564,91
565,91
566,90
567,89
568,88
569,90
570,92
571,94
572,94
573,95
574,96
575,97
576,97
577,96
578,96
579,97
580,95
581,94
582,94
583,94
584,95
585,95
586,94
587,95
588,95
589,97
590,96
591,96
592,97
593,99
594,102
595,106
596,107
597,109
598,109
599,109
600,107
601,104
602,103
603,103
604,102
605,97
606,97
607,97
608,101
609,105
610,104
611,103
612,101
613,100
614,100
615,99
616,99
617,96
618,91
619,83
620,77
621,76
622,73
623,72
624,72
625,73
626,73
627,73
628,73
629,72
630,75
631,74
632,72
633,69
634,69
635,76
636,81
637,84
638,86
639,89
640,92
641,92
642,91
643,90
644,91
645,93
646,95
647,101
648,101
649,102
650,104
651,110
652,110
653,111
654,111
655,107
656,106
657,107
658,107
659,105
660,102
661,101
662,102
663,104
664,105
665,105
666,101
667,96
668,95
669,95
670,96
671,95
672,92
673,92
674,91
675,89
676,92
