W,total_columns,coverage,MAE,Bias,Std,CI95_lower,CI95_upper,MaxAbsError,image,threshold
2560,2560,1.0,6.962890625,6.116796875,10.79363564474756,5.69848391191347,6.535109838086531,325.0,2181_1_3 (5),0.35
2560,2560,1.0,13.259765625,5.133984375,23.84048070541961,4.210034146038517,6.057934603961483,607.0,2181_2_1 (4),0.35
2560,2560,1.0,10.05859375,8.5640625,14.385654214751616,8.006538989055906,9.121586010944094,417.0,2181_3_1 (3),0.35
2560,2560,1.0,4.308203125,2.331640625,9.540261184777336,1.9619028409785755,2.7013784090214243,393.0,2181_3_2 (2),0.35
2560,2560,1.0,13.355078125,-10.509765625,20.876511777250712,-11.3188456966163,-9.7006855533837,402.0,2181_3_2 (4),0.35
2560,2560,1.0,13.62734375,6.52890625,27.286102749533665,5.471419146681357,7.586393353318644,451.0,2181_3_3 (1),0.35
2559,2560,0.999609375,7.8937084798749515,7.318483782727628,9.311133081634487,6.957555410048288,7.679412155406968,78.0,2303_01 (4),0.35
2559,2560,0.999609375,7.531066822977726,7.4161781946072685,9.047044325807668,7.065486720493098,7.766869668721439,58.0,2303_02 (8),0.35
2560,2560,1.0,8.420703125,8.201171875,10.54148277608763,7.792631227480859,8.60971252251914,312.0,2303_04 (3),0.35
2560,2560,1.0,3.499609375,1.688671875,9.326496508216287,1.3272186521958147,2.0501250978041856,395.0,2303_05 (4),0.35
2560,2560,1.0,4.33359375,3.91328125,7.440128315710687,3.624935207579765,4.201627292420234,306.0,2303_06 (2),0.35
2560,2560,1.0,2.990234375,1.794921875,5.8663416233927705,1.5675687543530716,2.0222749956469284,213.0,2303_06 (4),0.35
2560,2560,1.0,7.342578125,6.758984375,11.3874239635205,6.317658836795376,7.200309913204624,410.0,2303_08 (2),0.35
2560,2560,1.0,35.897265625,35.269140625,36.49066196110001,33.85492604222735,36.68335520777265,394.0,2303_08 (5),0.35
2560,2560,1.0,3.797265625,3.372265625,7.354747700601146,3.0872285527240377,3.657302697275962,318.0,2303_10 (5),0.35
2560,2560,1.0,4.11640625,3.646875,12.625343038143292,3.1575732642276195,4.136176735772381,607.0,2303_12 (1),0.35
2423,2560,0.946484375,6.0660338423442015,5.1473380107305,15.158649046965042,4.543460344546007,5.751215676914992,502.0,2303_12 (3),0.35
2560,2560,1.0,10.42421875,10.30078125,14.377052816538136,9.74359109071718,10.85797140928282,337.0,2303_14 (2),0.35
2560,2560,1.0,5.956640625,5.806640625,10.008228094199865,5.418766540018459,6.194514709981541,202.0,2303_14 (3),0.35
2560,2560,1.0,3.329296875,0.425390625,5.584609762677875,0.20895616914132395,0.6418250808586761,121.0,2303_14 (5),0.35
2560,2560,1.0,4.137109375,3.933984375,11.924961479000457,3.471826290814448,4.396142459185552,529.0,2303_18 (2),0.35
