spaltenindex,dicke_pixel
0,234
1,235
2,236
3,238
4,239
5,237
6,235
7,234
8,233
9,232
10,230
11,228
12,224
13,224
14,224
15,226
16,226
17,227
18,228
19,228
20,228
21,227
22,226
23,224
24,224
25,225
26,227
27,228
28,229
29,230
30,229
31,228
32,226
33,224
34,222
35,220
36,220
37,219
38,218
39,217
40,215
41,214
42,213
43,212
44,212
45,212
46,213
47,212
48,211
49,211
50,209
51,207
52,206
53,205
54,204
55,202
56,201
57,198
58,196
59,194
60,192
61,191
62,189
63,188
64,187
65,185
66,197
67,203
68,207
69,210
70,211
71,211
72,212
73,213
74,213
75,215
76,217
77,222
78,221
79,220
80,219
81,217
82,218
83,219
84,219
85,220
86,222
87,223
88,224
89,226
90,229
91,229
92,230
93,230
94,229
95,229
96,229
97,228
98,225
99,222
100,218
101,218
102,221
103,225
104,226
105,226
106,226
107,226
108,227
109,227
110,227
111,227
112,228
113,228
114,229
115,229
116,228
117,225
118,221
119,219
120,217
121,216
122,216
123,214
124,212
125,212
126,211
127,210
128,208
129,209
130,211
131,215
132,220
133,223
134,225
135,225
136,231
137,233
138,234
139,234
140,237
141,238
142,239
143,239
144,241
145,242
146,242
147,242
148,244
149,245
150,244
151,244
152,245
153,245
154,232
155,231
156,231
157,232
158,230
159,228
160,219
161,206
162,201
163,193
164,179
165,165
166,165
167,160
168,148
169,141
170,128
171,121
172,117
173,118
174,126
175,131
176,130
177,122
178,125
179,125
180,127
181,124
182,118
183,123
184,124
185,124
186,116
187,109
188,109
189,110
190,109
191,108
192,109
193,109
194,116
195,130
196,137
197,146
198,151
199,165
200,175
201,180
202,180
203,183
204,182
205,180
206,183
207,190
208,193
209,194
210,197
211,198
212,201
213,206
214,210
215,217
216,220
217,222
218,231
219,228
220,227
221,225
222,224
223,222
224,224
225,231
226,234
227,227
228,228
229,228
230,231
231,237
232,238
233,238
234,238
235,238
236,239
237,241
238,242
239,245
240,249
241,251
242,243
243,241
244,235
245,227
246,218
247,217
248,220
249,217
250,218
251,212
252,213
253,213
254,213
255,214
256,217
257,216
258,216
259,213
260,213
261,214
262,213
263,212
264,209
265,206
266,207
267,203
268,204
269,204
270,206
271,203
272,196
273,190
274,184
275,183
276,183
277,182
278,182
279,181
280,179
281,179
282,179
283,179
284,180
285,181
286,182
287,184
288,185
289,186
290,187
291,187
292,187
293,188
294,187
295,186
296,185
297,184
298,182
299,182
300,181
301,182
302,187
303,188
304,191
305,189
306,185
307,185
308,186
309,186
310,187
311,187
312,188
313,188
314,188
315,188
316,188
317,192
318,196
319,196
320,196
321,196
322,196
323,196
324,196
325,197
326,198
327,198
328,199
329,199
330,200
331,200
332,201
333,197
334,197
335,196
336,195
337,194
338,193
339,192
340,191
341,189
342,188
343,185
344,182
345,181
346,178
347,178
348,176
349,175
350,175
351,173
352,173
353,173
354,171
355,171
356,171
357,170
358,170
359,166
360,163
361,160
362,157
363,154
364,154
365,155
366,155
367,156
368,157
369,158
370,159
371,159
372,158
373,158
374,158
375,158
376,158
377,159
378,159
379,160
380,161
381,162
382,162
383,163
384,164
385,164
386,165
387,165
388,166
389,167
390,167
391,170
392,172
393,172
394,174
395,180
396,184
397,187
398,192
399,195
400,201
401,204
402,207
403,208
404,208
405,210
406,210
407,210
408,209
409,209
410,209
411,209
412,208
413,208
414,208
415,208
416,207
417,207
418,206
419,202
420,203
421,203
422,203
423,203
424,197
425,195
426,191
427,181
428,181
429,174
430,171
431,167
432,165
433,160
434,156
435,151
436,151
437,151
438,146
439,144
440,144
441,144
442,143
443,142
444,136
445,134
446,133
447,132
448,132
449,132
450,131
451,129
452,129
453,127
454,125
455,124
456,124
457,126
458,122
459,119
460,118
461,108
462,108
463,107
464,104
465,102
466,101
467,101
468,102
469,101
470,108
471,111
472,113
473,115
474,115
475,116
476,117
477,118
478,119
479,120
480,119
481,119
482,120
483,120
484,121
485,123
486,124
487,124
488,123
489,123
490,124
491,124
492,123
493,121
494,119
495,119
496,118
497,118
498,118
499,119
500,120
501,120
502,120
503,120
504,119
505,117
506,115
507,113
508,112
509,114
510,112
511,112
512,108
513,107
514,108
515,109
516,110
517,110
518,110
519,109
520,106
521,105
522,105
523,105
524,104
525,106
526,107
527,108
528,108
529,109
530,108
531,109
532,108
533,108
534,107
535,107
536,107
537,105
538,105
539,104
540,104
541,108
542,109
543,108
544,108
545,108
546,107
547,104
548,102
549,101
550,100
551,100
552,99
553,99
554,99
555,98
556,98
557,99
558,101
559,102
560,103
561,109
562,108
563,107
564,105
565,104
566,104
567,104
568,110
569,116
570,126
571,132
572,140
573,151
574,160
575,158
576,162
577,165
578,165
579,165
580,165
581,166
582,165
583,163
584,160
585,156
586,156
587,159
588,167
589,175
590,184
591,187
592,191
593,192
594,193
595,195
596,196
597,195
598,193
599,201
600,202
601,203
602,205
603,208
604,205
605,196
606,194
607,190
608,185
609,181
610,179
611,171
612,164
613,163
614,158
615,157
616,156
617,155
618,154
619,152
620,150
621,148
622,147
623,147
624,147
625,147
626,147
627,146
628,144
629,141
630,140
631,140
632,140
633,141
634,141
635,142
636,141
637,140
638,138
639,139
640,136
641,134
642,136
643,137
644,138
645,137
646,136
647,135
648,134
649,133
650,131
651,131
652,131
653,132
654,133
655,136
656,139
657,139
658,140
659,141
660,143
661,145
662,149
663,151
664,159
665,159
666,160
667,160
668,161
669,161
670,162
671,162
672,162
673,161
674,161
675,160
676,162
677,163
678,163
679,162
680,162
681,161
682,160
683,160
684,162
685,166
686,166
687,165
688,162
689,161
690,161
691,160
692,159
693,158
694,160
695,161
696,163
697,166
698,168
699,169
700,170
701,171
702,171
703,171
704,170
705,169
706,170
707,168
708,167
709,167
710,167
711,167
