spaltenindex,dicke_pixel
0,103
1,104
2,104
3,103
4,102
5,100
6,100
7,100
8,99
9,97
10,96
11,95
12,94
13,94
14,97
15,98
16,98
17,99
18,99
19,97
20,97
21,98
22,95
23,94
24,93
25,93
26,89
27,90
28,90
29,90
30,91
31,92
32,92
33,91
34,87
35,85
36,82
37,80
38,79
39,79
40,79
41,78
42,78
43,77
44,78
45,78
46,80
47,81
48,82
49,82
50,82
51,82
52,82
53,82
54,83
55,82
56,82
57,82
58,80
59,80
60,79
61,78
62,78
63,79
64,78
65,79
66,79
67,79
68,78
69,77
70,76
71,74
72,72
73,72
74,70
75,69
76,68
77,67
78,67
79,66
80,65
81,63
82,63
83,63
84,63
85,64
86,66
87,68
88,71
89,72
90,73
91,73
92,73
93,73
94,74
95,74
96,75
97,77
98,78
99,79
100,80
101,81
102,82
103,83
104,84
105,85
106,87
107,87
108,88
109,87
110,87
111,87
112,88
113,89
114,90
115,91
116,91
117,91
118,91
119,90
120,90
121,89
122,89
123,88
124,87
125,87
126,86
127,86
128,86
129,86
130,85
131,85
132,85
133,85
134,84
135,84
136,84
137,83
138,82
139,82
140,81
141,80
142,79
143,79
144,77
145,77
146,76
147,75
148,75
149,75
150,74
151,73
152,70
153,70
154,70
155,69
156,69
157,69
158,69
159,69
160,69
161,69
162,68
163,67
164,64
165,62
166,61
167,61
168,52
169,46
170,44
171,43
172,41
173,42
174,44
175,44
176,45
177,47
178,48
179,50
180,51
181,51
182,50
183,50
184,49
185,50
186,50
187,50
188,50
189,50
190,49
191,47
192,45
193,44
194,44
195,43
196,45
197,48
198,49
199,49
200,48
201,48
202,50
203,58
204,61
205,60
206,60
207,64
208,68
209,69
210,68
211,68
212,66
213,66
214,65
215,62
216,58
217,58
218,57
219,58
220,60
221,61
222,57
223,57
224,58
225,57
226,53
227,53
228,51
229,48
230,47
231,45
232,44
233,43
234,43
235,42
236,43
237,47
238,47
239,47
240,47
241,48
242,49
243,49
244,51
245,53
246,55
247,66
248,66
249,65
250,65
251,65
252,63
253,63
254,58
255,58
256,58
257,59
258,59
259,59
260,59
261,60
262,59
263,59
264,60
265,58
266,58
267,59
268,59
269,58
270,59
271,58
272,59
273,62
274,64
275,65
276,67
277,68
278,67
279,72
280,74
281,77
282,81
283,82
284,83
285,85
286,85
287,88
288,93
289,94
290,94
291,95
292,97
293,99
294,106
295,111
296,116
297,126
298,128
299,139
300,140
301,140
302,142
303,144
304,146
305,146
306,148
307,148
308,147
309,146
310,147
311,145
312,145
313,146
314,146
315,146
316,146
317,146
318,145
319,144
320,143
321,141
322,138
323,137
324,129
325,128
326,128
327,125
328,122
329,119
330,117
331,113
332,112
333,112
334,111
335,110
336,109
337,110
338,114
339,115
340,112
341,111
342,107
343,96
344,83
345,80
346,75
347,75
348,75
349,74
350,79
351,81
352,83
353,80
354,78
355,78
356,80
357,81
358,78
359,86
360,87
361,94
362,100
363,107
364,111
365,111
366,112
367,117
368,132
369,134
370,134
371,134
372,135
373,144
374,145
375,146
376,147
377,147
378,147
379,146
380,145
381,143
382,143
383,142
384,139
385,127
386,124
387,122
388,128
389,132
390,137
391,149
392,151
393,152
394,154
395,155
396,157
397,158
398,158
399,158
400,158
401,158
402,159
403,159
404,159
405,159
406,159
407,159
408,158
409,159
410,158
411,154
412,153
413,151
414,145
415,143
416,142
417,142
418,141
419,140
420,139
421,140
422,141
423,143
424,144
425,143
426,143
427,142
428,140
429,134
430,127
431,124
432,120
433,120
434,119
435,120
436,119
437,118
438,115
439,115
440,115
441,115
442,115
443,114
444,112
445,111
446,110
447,110
448,110
449,109
450,107
451,107
452,105
453,98
454,95
455,97
456,94
457,93
458,95
459,95
460,100
461,102
462,100
463,91
464,88
465,84
466,79
467,77
468,75
469,71
470,65
471,60
472,64
473,63
474,61
475,57
476,57
477,56
478,57
479,58
480,61
481,64
482,65
483,66
484,65
485,64
486,63
487,64
488,66
489,72
490,72
491,81
492,79
493,79
494,76
495,74
496,74
497,75
498,77
499,79
500,82
501,80
502,80
503,80
504,81
505,82
506,78
507,79
508,78
509,77
510,76
511,76
512,74
513,70
514,70
515,70
516,70
517,70
518,69
519,68
520,68
521,65
522,65
523,65
524,66
525,67
526,69
527,70
528,69
529,69
530,69
531,69
532,68
533,68
534,68
535,67
536,66
537,64
538,63
539,63
540,63
541,68
542,72
543,74
544,77
545,80
546,90
547,94
548,97
549,104
550,105
551,108
552,109
553,112
554,118
555,119
556,120
557,120
558,118
559,118
560,119
561,119
562,122
563,123
564,124
565,127
566,129
567,130
568,131
569,132
570,133
571,133
572,134
573,135
574,135
575,135
576,134
577,133
578,134
579,134
580,133
581,133
582,134
583,133
584,129
585,128
586,128
587,128
588,127
589,126
590,126
591,122
592,121
593,118
594,118
595,114
596,114
597,113
598,113
599,112
600,110
601,108
602,108
603,106
604,105
605,104
606,103
607,104
608,104
609,104
610,105
611,107
612,108
613,108
614,112
615,116
616,123
617,124
618,125
619,126
620,128
621,128
622,129
623,129
624,129
625,129
626,128
627,127
628,122
629,117
630,116
631,117
632,117
633,118
634,120
635,120
636,120
637,121
638,121
639,122
640,121
641,121
642,120
643,120
644,120
645,119
646,118
647,119
648,118
649,118
650,117
651,117
652,117
653,118
654,119
655,121
656,121
657,123
658,126
659,127
660,127
661,134
662,140
663,140
664,141
665,141
666,136
667,134
668,133
669,133
670,133
671,132
672,132
673,124
674,122
675,120
676,119
677,120
678,118
679,120
680,120
681,119
682,120
683,118
684,119
685,119
686,118
687,119
688,120
689,121
690,124
691,128
692,133
693,133
694,135
695,138
696,142
697,144
698,143
699,143
700,142
701,141
702,140
703,139
704,139
705,139
706,139
707,141
708,143
709,144
710,144
711,144
712,146
713,150
714,152
715,151
716,148
717,145
718,141
719,138
720,133
721,129
722,125
723,121
724,111
725,109
726,108
727,107
728,104
729,104
730,104
731,105
732,105
733,106
734,107
735,107
736,106
737,105
738,105
739,103
740,102
741,102
742,100
743,101
744,100
745,100
746,99
747,98
748,98
749,97
750,97
751,97
752,98
753,100
754,101
755,103
756,106
757,106
758,107
759,108
760,110
761,109
762,110
763,110
764,111
765,112
766,112
767,114
768,121
769,122
770,123
771,125
772,125
773,127
774,127
775,126
776,126
777,125
778,127
779,127
780,128
781,130
782,132
783,132
784,138
785,147
786,148
787,149
788,151
789,154
790,158
791,167
792,171
793,174
794,177
795,177
796,179
797,185
798,185
799,183
800,182
801,182
802,176
803,177
804,178
805,178
806,180
807,179
808,179
809,178
810,176
811,174
812,169
813,166
814,166
815,169
816,169
817,170
818,170
819,170
820,172
821,175
