W,total_columns,coverage,MAE,Bias,Std,CI95_lower,CI95_upper,MaxAbsError,image,threshold
2560,2560,1.0,64.351953125,64.051171875,91.77939275746716,60.49421377503474,67.60812997496525,409.0,2181_1_3 (5),0.3
2560,2560,1.0,139.287109375,135.818359375,206.06078592004275,127.83236644627831,143.80435230372169,775.0,2181_2_1 (4),0.3
2560,2560,1.0,94.416796875,93.855078125,134.61208394274746,88.63811680124574,99.07203944875427,531.0,2181_3_1 (3),0.3
2560,2560,1.0,85.333984375,84.634765625,129.08333368908384,79.63207389278053,89.63745735721947,507.0,2181_3_2 (2),0.3
2560,2560,1.0,76.281640625,64.079296875,118.46214153572902,59.48823496867179,68.6703587813282,514.0,2181_3_2 (4),0.3
2560,2560,1.0,131.899609375,128.630078125,193.6189950239121,121.12627327332316,136.13388297667686,704.0,2181_3_3 (1),0.3
2559,2560,0.999609375,29.830402500976945,29.547479484173504,35.539800180772524,28.169846694250644,30.925112274096364,170.0,2303_01 (4),0.3
2559,2560,0.999609375,29.980070339976553,29.937084798749513,35.56028078418117,28.55865811717083,31.315511480328198,174.0,2303_02 (8),0.3
2560,2560,1.0,67.221875,67.20703125,90.52790396568066,63.698575249048666,70.71548725095133,398.0,2303_04 (3),0.3
2560,2560,1.0,75.843359375,75.115234375,117.56576735809453,70.5589119161223,79.6715568338777,507.0,2303_05 (4),0.3
2560,2560,1.0,64.0515625,63.90546875,94.47257412599694,60.24413500539758,67.56680249460241,392.0,2303_06 (2),0.3
2560,2560,1.0,52.6234375,52.1953125,80.97268762108776,49.05717387806679,55.33345112193321,272.0,2303_06 (4),0.3
2560,2560,1.0,78.446484375,78.233203125,116.65844404295727,73.71204445309127,82.75436179690874,525.0,2303_08 (2),0.3
2560,2560,1.0,132.690625,132.5,154.0755715572195,126.52872109095928,138.47127890904073,554.0,2303_08 (5),0.3
2560,2560,1.0,69.708203125,69.557421875,105.2457916239241,65.47856648321037,73.63627726678963,403.0,2303_10 (5),0.3
2560,2560,1.0,131.171484375,131.010546875,202.03088137269407,123.18073499292848,138.8403587570715,777.0,2303_12 (1),0.3
2423,2560,0.946484375,97.28600907965333,96.88732975650021,147.09191787553686,91.02760414334841,102.747055369652,643.0,2303_12 (3),0.3
2560,2560,1.0,68.8,68.7515625,93.59946842764373,65.12406642083181,72.3790585791682,422.0,2303_14 (2),0.3
2560,2560,1.0,52.963671875,52.926171875,75.31953307032745,50.00712419783714,55.84521955216286,268.0,2303_14 (3),0.3
2560,2560,1.0,39.251953125,37.958203125,59.50613646143375,35.65201185782239,40.26439439217761,183.0,2303_14 (5),0.3
2560,2560,1.0,105.110546875,105.052734375,160.4012186672081,98.83630172229861,111.26916702770139,671.0,2303_18 (2),0.3
