spaltenindex,dicke_pixel
0,92
1,93
2,92
3,92
4,92
5,91
6,91
7,90
8,90
9,89
10,89
11,88
12,88
13,88
14,87
15,86
16,86
17,85
18,86
19,86
20,85
21,85
22,87
23,90
24,92
25,93
26,95
27,97
28,100
29,103
30,106
31,107
32,109
33,109
34,110
35,110
36,109
37,110
38,109
39,108
40,107
41,106
42,105
43,104
44,104
45,104
46,103
47,102
48,101
49,101
50,101
51,101
52,101
53,100
54,100
55,100
56,100
57,99
58,99
59,98
60,98
61,98
62,97
63,97
64,97
65,96
66,96
67,95
68,95
69,95
70,94
71,90
72,88
73,88
74,87
75,86
76,85
77,79
78,76
79,75
80,75
81,74
82,74
83,74
84,73
85,73
86,75
87,75
88,75
89,75
90,74
91,74
92,74
93,73
94,73
95,73
96,73
97,74
98,74
99,74
100,73
101,73
102,73
103,71
104,68
105,68
106,68
107,70
108,71
109,72
110,73
111,73
112,73
113,75
114,77
115,78
116,81
117,83
118,86
119,87
120,88
121,88
122,97
123,98
124,99
125,99
126,97
127,96
128,94
129,94
130,93
131,98
132,100
133,101
134,100
135,102
136,100
137,97
138,96
139,95
140,96
141,95
142,94
143,89
144,79
145,75
146,70
147,69
148,69
149,69
150,68
151,68
152,68
153,67
154,67
155,67
156,66
157,66
158,65
159,64
160,63
161,64
162,64
163,64
164,63
165,59
166,58
167,58
168,57
169,56
170,56
171,55
172,54
173,53
174,52
175,51
176,49
177,48
178,47
179,45
180,44
181,44
182,43
183,42
184,41
185,41
186,40
187,40
188,39
189,40
190,40
191,42
192,43
193,43
194,43
195,44
196,44
197,44
198,44
199,44
200,43
201,44
202,45
203,46
204,49
205,50
206,50
207,50
208,49
209,49
210,51
211,52
212,55
213,56
214,56
215,57
216,57
217,57
218,57
219,57
220,58
221,57
222,57
223,56
224,58
225,61
226,62
227,64
228,67
229,71
230,71
231,75
232,79
233,80
234,80
235,80
236,85
237,86
238,88
239,90
240,91
241,92
242,93
243,94
244,94
245,95
246,96
247,97
248,98
249,98
250,97
251,98
