spaltenindex,dicke_pixel
0,93
1,93
2,93
3,92
4,92
5,93
6,97
7,98
8,99
9,99
10,99
11,99
12,99
13,101
14,101
15,101
16,101
17,102
18,103
19,104
20,103
21,104
22,104
23,104
24,104
25,104
26,103
27,102
28,102
29,102
30,102
31,102
32,101
33,101
34,101
35,100
36,99
37,98
38,97
39,97
40,95
41,94
42,94
43,93
44,91
45,91
46,91
47,90
48,90
49,90
50,89
51,88
52,88
53,87
54,87
55,87
56,87
57,87
58,86
59,86
60,87
61,88
62,89
63,89
64,90
65,91
66,91
67,92
68,93
69,93
70,95
71,95
72,95
73,96
74,96
75,96
76,96
77,96
78,95
79,96
80,96
81,96
82,96
83,96
84,96
85,95
86,95
87,94
88,93
89,93
90,93
91,93
92,93
93,93
94,93
95,92
96,92
97,92
98,92
99,92
100,90
101,90
102,89
103,89
104,88
105,88
106,87
107,86
108,86
109,85
110,85
111,84
112,84
113,85
114,85
115,85
116,86
117,86
118,86
119,86
120,85
121,85
122,85
123,85
124,84
125,83
126,82
127,82
128,83
129,82
130,83
131,84
132,85
133,86
134,88
135,89
136,91
137,93
138,94
139,94
140,94
141,94
142,94
143,95
144,95
145,95
146,95
147,95
148,95
149,95
150,95
151,95
152,96
153,97
154,97
155,97
156,98
157,99
158,99
159,99
160,100
161,100
162,100
163,100
164,100
165,101
166,100
167,100
168,101
169,101
170,102
171,104
172,105
173,108
174,109
175,110
176,112
177,113
178,115
179,116
180,117
181,117
182,118
183,119
184,120
185,121
186,122
187,122
188,123
189,123
190,123
191,123
192,123
193,123
194,123
195,123
196,123
197,123
198,124
199,125
200,125
201,125
202,125
203,124
204,123
205,122
206,122
207,124
208,125
209,134
210,135
211,135
212,135
213,135
214,135
215,136
216,137
217,137
218,139
219,139
220,141
221,142
222,143
223,142
224,143
225,143
226,143
227,143
228,143
229,143
230,144
231,143
232,143
233,143
234,141
235,138
236,133
237,131
238,128
239,128
240,127
241,127
242,127
243,126
244,126
245,126
246,127
247,127
248,127
249,127
250,127
251,127
252,127
253,127
254,126
255,126
256,123
257,122
258,122
259,122
260,122
261,122
262,122
263,122
264,122
265,123
266,123
267,123
268,124
269,124
270,124
271,124
272,123
273,122
274,120
275,119
276,117
277,117
278,117
279,116
280,116
281,117
282,116
283,118
284,119
285,119
286,119
287,118
288,117
289,117
290,117
291,117
292,116
293,115
294,113
295,112
296,112
297,112
298,112
299,111
300,111
301,110
302,109
303,108
304,108
305,107
306,107
307,106
308,106
309,106
310,106
311,106
312,106
313,106
314,106
315,107
316,107
317,109
318,113
319,113
320,114
321,114
322,115
323,114
324,115
325,115
326,115
327,115
328,115
329,115
330,116
331,117
332,118
333,119
334,119
335,118
336,119
337,119
338,119
339,119
340,119
341,120
342,119
343,119
344,119
345,119
346,119
347,118
348,117
349,117
350,117
351,118
352,118
353,119
354,119
355,119
356,119
357,119
358,119
359,119
360,123
361,123
362,122
363,121
364,122
365,121
366,120
367,121
368,120
369,120
370,120
371,120
372,119
373,118
374,118
375,118
376,117
377,117
378,117
379,117
380,116
381,114
382,112
383,110
384,110
385,110
386,109
387,108
388,108
389,108
390,113
391,117
392,117
393,119
394,122
395,124
396,126
397,126
398,131
399,136
400,133
401,137
402,138
403,140
404,156
405,153
406,152
407,151
408,151
409,149
410,148
411,138
412,134
413,132
414,131
415,130
416,128
417,127
418,127
419,126
420,125
421,124
422,123
423,122
424,121
425,121
426,121
427,119
428,119
429,115
430,113
431,112
432,112
433,112
434,112
435,112
436,112
437,111
438,111
439,110
440,110
441,110
442,109
443,109
444,109
445,109
446,107
447,107
448,106
449,105
450,104
451,103
452,102
453,102
454,101
455,101
456,102
457,101
458,102
459,102
460,102
461,102
462,102
463,103
464,105
465,108
466,108
467,104
468,104
469,103
470,103
471,100
472,96
473,95
474,94
475,93
476,91
477,90
478,90
479,89
480,89
481,88
482,87
483,86
484,85
485,85
486,84
487,83
488,85
489,87
490,88
491,88
492,87
493,87
494,88
495,88
496,90
497,89
498,89
499,88
500,87
501,87
502,87
503,87
504,87
505,87
506,87
507,87
508,87
509,88
510,88
511,89
512,94
513,98
514,100
515,103
516,112
517,113
518,114
519,115
520,117
521,119
522,120
523,120
524,121
525,120
526,120
527,120
528,120
529,120
530,120
531,119
532,119
533,119
534,118
535,118
536,118
537,118
538,117
539,117
540,116
541,116
542,116
543,116
544,115
545,115
546,115
547,115
548,116
549,116
550,116
551,116
552,116
553,117
