spaltenindex,dicke_pixel
0,171
1,171
2,172
3,172
4,173
5,173
6,168
7,170
8,171
9,173
10,174
11,174
12,175
13,176
14,177
15,182
16,185
17,189
18,198
19,201
20,202
21,203
22,204
23,205
24,206
25,206
26,207
27,207
28,208
29,209
30,209
31,210
32,210
33,210
34,211
35,210
36,210
37,209
38,209
39,209
40,209
41,209
42,208
43,208
44,208
45,208
46,209
47,208
48,208
49,207
50,206
51,205
52,205
53,201
54,200
55,199
56,200
57,199
58,198
59,198
60,198
61,197
62,185
63,179
64,176
65,176
66,177
67,177
68,176
69,175
70,173
71,170
72,166
73,164
74,162
75,161
76,160
77,159
78,159
79,158
80,157
81,157
82,157
83,156
84,156
85,156
86,155
87,154
88,153
89,152
90,152
91,153
92,153
93,153
94,147
95,143
96,144
97,144
98,144
99,145
100,146
101,147
102,151
103,156
104,157
105,159
106,164
107,163
108,163
109,162
110,162
111,163
112,163
113,162
114,161
115,161
116,161
117,161
118,162
119,163
120,163
121,163
122,164
123,164
124,164
125,166
126,169
127,170
128,171
129,171
130,171
131,172
132,172
133,174
134,176
135,176
136,173
137,172
138,171
139,166
140,164
141,161
142,156
143,154
144,154
145,153
146,152
147,153
148,152
149,153
150,151
151,148
152,145
153,142
154,139
155,138
156,137
157,138
158,137
159,137
160,136
161,136
162,134
163,134
164,133
165,133
166,132
167,132
168,136
169,136
170,136
171,135
172,135
173,135
174,134
175,133
176,128
177,126
178,126
179,125
180,123
181,124
182,123
183,123
184,124
185,124
186,123
187,121
188,120
189,119
190,117
191,117
192,113
193,89
194,88
195,87
196,86
197,86
198,86
199,85
200,85
201,85
202,87
203,88
204,89
205,91
206,92
207,94
208,95
209,96
210,96
211,98
212,100
213,101
214,103
215,105
216,107
217,110
218,111
219,111
220,111
221,112
222,112
223,109
224,103
225,97
226,97
227,97
228,100
229,104
230,108
231,111
232,114
233,116
234,120
235,134
236,140
237,142
238,150
239,156
240,160
241,163
242,166
243,169
244,172
245,184
246,195
247,197
