W,total_columns,coverage,MAE,Bias,Std,CI95_lower,CI95_upper,MaxAbsError,image,threshold
2560,2560,1.0,4.984375,-0.80546875,8.48889865219725,-1.134460432266938,-0.47647706773306175,46.0,2181_1_3 (5),0.75
2560,2560,1.0,16.331640625,-8.114453125,22.267981921335295,-8.977460345741601,-7.2514459042584,76.0,2181_2_1 (4),0.75
2560,2560,1.0,9.477734375,-4.217578125,15.445447990022663,-4.816174494894084,-3.6189817551059162,69.0,2181_3_1 (3),0.75
2560,2560,1.0,4.73828125,-3.62421875,5.168005792908646,-3.824507502338233,-3.4239299976617668,33.0,2181_3_2 (2),0.75
2560,2560,1.0,27.1390625,-26.49453125,29.318959341706137,-27.630802767819006,-25.358259732180997,120.0,2181_3_2 (4),0.75
2560,2560,1.0,13.31953125,-9.41875,20.945257926818318,-10.230494364397055,-8.607005635602944,94.0,2181_3_3 (1),0.75
2559,2560,0.999609375,5.323563892145369,2.3966393122313403,8.208017093330868,2.0784711337243182,2.7148074907383624,55.0,2303_01 (4),0.75
2559,2560,0.999609375,3.294646346228996,0.6834701055099648,5.903167368674986,0.4546450448702307,0.9122951661496989,36.0,2303_02 (8),0.75
2560,2560,1.0,3.942578125,-0.391796875,7.668901276553076,-0.6890091325004729,-0.09458461749952707,79.0,2303_04 (3),0.75
2560,2560,1.0,4.123046875,-2.967578125,4.986041829349515,-3.160814769292653,-2.7743414807073474,30.0,2303_05 (4),0.75
2560,2560,1.0,3.130859375,-1.053515625,4.5751793264566185,-1.2308290793070882,-0.8762021706929117,40.0,2303_06 (2),0.75
2560,2560,1.0,3.7609375,-3.26171875,5.920624116813265,-3.491175616911284,-3.032261883088716,57.0,2303_06 (4),0.75
2560,2560,1.0,5.047265625,0.079296875,10.764212461836403,-0.3378757773300718,0.49646952733007177,73.0,2303_08 (2),0.75
2560,2560,1.0,19.24296875,15.09609375,27.76264580555775,14.020137972699318,16.172049527300683,124.0,2303_08 (5),0.75
2560,2560,1.0,3.122265625,-1.551953125,5.458969489170534,-1.7635183267145051,-1.340387923285495,38.0,2303_10 (5),0.75
2560,2560,1.0,3.19765625,-1.68359375,5.7271458566160405,-1.9055522663110103,-1.4616352336889897,37.0,2303_12 (1),0.75
2423,2560,0.946484375,3.7193561700371442,-0.6190672719768882,7.436585723444919,-0.9153197953476266,-0.3228147486061497,54.0,2303_12 (3),0.75
2560,2560,1.0,5.8625,4.18828125,9.915493823101265,3.8040011299251586,4.572561370074842,64.0,2303_14 (2),0.75
2560,2560,1.0,3.981640625,1.652734375,7.966525336165099,1.3439875422776248,1.9614812077223753,40.0,2303_14 (3),0.75
2560,2560,1.0,4.941015625,-4.359765625,6.314032080800654,-4.604469222163614,-4.115062027836386,33.0,2303_14 (5),0.75
2560,2560,1.0,2.4484375,-0.81015625,3.8973611545921627,-0.9612005085292511,-0.659111991470749,23.0,2303_18 (2),0.75
