W,total_columns,coverage,MAE,Bias,Std,CI95_lower,CI95_upper,MaxAbsError,image,threshold
2560,2560,1.0,7.971875,-6.2390625,10.645697205528329,-6.651642031933117,-5.826482968066883,52.0,2181_1_3 (5),0.9
2560,2560,1.0,23.1484375,-17.4109375,25.745771334304216,-18.408728258208694,-16.413146741791305,85.0,2181_2_1 (4),0.9
2560,2560,1.0,16.6515625,-14.94375,25.09411670570508,-15.916285544157532,-13.971214455842468,115.0,2181_3_1 (3),0.9
2560,2560,1.0,9.051171875,-8.781640625,7.240493817869206,-9.062249728628252,-8.501031521371747,41.0,2181_3_2 (2),0.9
2560,2560,1.0,36.34921875,-36.0453125,33.512123541889,-37.34409227722467,-34.746532722775335,128.0,2181_3_2 (4),0.9
2560,2560,1.0,20.62109375,-19.71328125,22.45832881564602,-20.58366546362835,-18.842897036371653,105.0,2181_3_3 (1),0.9
2559,2560,0.999609375,5.517389605314576,-1.725283313794451,8.365101987575997,-2.0495405895955745,-1.4010260379933275,48.0,2303_01 (4),0.9
2559,2560,0.999609375,4.260648690894881,-3.271199687377882,4.644676617625193,-3.451241746547652,-3.0911576282081117,38.0,2303_02 (8),0.9
2560,2560,1.0,5.607421875,-4.626953125,9.39932443413058,-4.991228831950154,-4.262677418049846,94.0,2303_04 (3),0.9
2560,2560,1.0,6.88671875,-6.54140625,6.08657132572405,-6.777294487300295,-6.305518012699705,48.0,2303_05 (4),0.9
2560,2560,1.0,6.1,-5.5234375,7.011869402978324,-5.795186145523623,-5.251688854476377,51.0,2303_06 (2),0.9
2560,2560,1.0,6.913671875,-6.869140625,8.543824502384167,-7.200260987157381,-6.538020262842619,73.0,2303_06 (4),0.9
2560,2560,1.0,5.753515625,-4.000390625,13.031974379830825,-4.505451569904841,-3.495329680095158,81.0,2303_08 (2),0.9
2560,2560,1.0,13.69375,5.08828125,21.976576827373123,4.2365675852321125,5.939994914767887,106.0,2303_08 (5),0.9
2560,2560,1.0,5.45546875,-4.97265625,7.057185218158849,-5.246161133509299,-4.699151366490701,48.0,2303_10 (5),0.9
2560,2560,1.0,5.75,-5.53125,6.985092706975967,-5.801960900743729,-5.260539099256271,46.0,2303_12 (1),0.9
2423,2560,0.946484375,5.411886091621956,-4.574081716879901,6.614251944929785,-4.8375747904173565,-4.310588643342445,49.0,2303_12 (3),0.9
2560,2560,1.0,5.351171875,0.130078125,9.152002921616997,-0.22461250810296035,0.48476875810296033,62.0,2303_14 (2),0.9
2560,2560,1.0,4.770703125,-1.380859375,7.063151248041212,-1.6545954751002687,-1.1071232748997313,33.0,2303_14 (3),0.9
2560,2560,1.0,8.092578125,-7.965234375,8.205829708881756,-8.283255573147095,-7.647213176852905,51.0,2303_14 (5),0.9
2560,2560,1.0,4.74140625,-4.41796875,4.770168037060914,-4.60283909319846,-4.23309840680154,36.0,2303_18 (2),0.9
