W,total_columns,coverage,MAE,Bias,Std,CI95_lower,CI95_upper,MaxAbsError,image,threshold
2560,2560,1.0,427.35078125,427.35078125,39.7948480705381,425.80851121607816,428.89305128392186,549.0,2181_1_3 (5),0.2
2560,2560,1.0,920.691796875,920.691796875,60.17957310453693,918.3595062204705,923.0240875295295,1035.0,2181_2_1 (4),0.2
2560,2560,1.0,614.394140625,614.394140625,85.09532459610345,611.0962270629531,617.6920541870469,868.0,2181_3_1 (3),0.2
2560,2560,1.0,592.588671875,592.588671875,51.25289142134532,590.6023394117907,594.5750043382094,749.0,2181_3_2 (2),0.2
2560,2560,1.0,525.85546875,525.85546875,66.96261934090336,523.2602976107778,528.4506398892222,692.0,2181_3_2 (4),0.2
2560,2560,1.0,878.051171875,878.051171875,74.87422382182548,875.1493823893643,880.9529613606358,1003.0,2181_3_3 (1),0.2
2559,2560,0.999609375,186.90386869871043,186.90386869871043,17.600180712207983,186.22163115279358,187.58610624462727,291.0,2303_01 (4),0.2
2559,2560,0.999609375,184.6819069949199,184.6819069949199,14.709449132506899,184.11172316317155,185.25209082666825,260.0,2303_02 (8),0.2
2560,2560,1.0,445.609765625,445.609765625,46.127934112998894,443.8220535477206,447.39747770227945,563.0,2303_04 (3),0.2
2560,2560,1.0,535.796484375,535.796484375,54.74113641286178,533.6749631629391,537.9180055870609,701.0,2303_05 (4),0.2
2560,2560,1.0,440.102734375,440.102734375,19.911586334674066,439.33105049075994,440.8744182592401,559.0,2303_06 (2),0.2
2560,2560,1.0,394.27734375,394.27734375,59.63910311641583,391.9659992909538,396.5886882090462,535.0,2303_06 (4),0.2
2560,2560,1.0,532.4734375,532.4734375,95.46523378265117,528.7736327141305,536.1732422858696,702.0,2303_08 (2),0.2
2560,2560,1.0,715.76171875,715.76171875,64.42224259772281,713.2650012326873,718.2584362673127,860.0,2303_08 (5),0.2
2560,2560,1.0,478.950390625,478.950390625,61.256201924158354,476.57637466062096,481.32440658937907,630.0,2303_10 (5),0.2
2560,2560,1.0,895.194140625,895.194140625,60.16635954964664,892.8623620686626,897.5259191813375,995.0,2303_12 (1),0.2
2423,2560,0.946484375,667.9405695418902,667.9405695418902,51.451304782651896,665.8908952102244,669.9902438735561,797.0,2303_12 (3),0.2
2560,2560,1.0,431.2140625,431.2140625,40.65456370109579,429.63847373968537,432.78965126031466,531.0,2303_14 (2),0.2
2560,2560,1.0,355.509765625,355.509765625,56.63604126980344,353.31480638968515,357.70472486031485,467.0,2303_14 (3),0.2
2560,2560,1.0,292.319140625,292.319140625,47.32040671631355,290.48521365178465,294.15306759821533,412.0,2303_14 (5),0.2
2560,2560,1.0,715.038671875,715.038671875,53.07921768022302,712.9815591877717,717.0957845622282,846.0,2303_18 (2),0.2
